,Source,Target,type_of_content,created_at,text
4278,PramodDabholka5,Uber_Support,Reply,2021-03-30 15:48:35,@Uber_Support Im trying to add Rupay card but unable to do that; every time getting error; money also got debited s… https://t.co/EZoior93j0
4279,Uber_Support,JohnnySpurs1882,Reply,2021-03-30 15:52:47,"@JohnnySpurs1882 Hi there, please provide us with the email address or phone number linked to your account, so we c… https://t.co/9WAPYh3Kmn"
4280,Uber_Support,niggato18349787,Reply,2021-03-30 15:53:17,@niggato18349787 We appreciate your interest. It looks like the order demand was higher than the number of delivery… https://t.co/CRriOXFDUf
4281,linktoankush,Uber_Support,Reply,2021-03-30 15:54:46,"@Uber_Support Well I did responded back on chat as well, is this how you handle Support?"
4282,Uber_Support,thekimberleyash,Reply,2021-03-30 15:58:23,"@thekimberleyash We'll do everything we can to help. We've just sent you a DM. If you have any questions, please le… https://t.co/8eIgK6cLf9"
4285,Uber_Support,duelking13,Reply,2021-03-30 15:59:42,@duelking13 Thanks for reaching out. We are currently reviewing your concern and will be in touch via in-app and em… https://t.co/uZnmTGdofW
4286,beersenpaii,Uber_Support,Reply,2021-03-30 16:01:19,@Uber_Support  show me the money. Not worth! https://t.co/ZfAHC7wLml
4288,jim85bob,Uber_Support,Reply,2021-03-30 16:03:21,@Uber_Support My wife has attempted to get support twice with no luck.  Well just have to sit tight and see what co… https://t.co/zqmUYTf5i8
4289,Uber_Support,DavidvanEcke,Reply,2021-03-30 16:06:40,"@DavidvanEcke Hey David, 

Could you tell us whether you are a delivery partner or a driver?

We await your reply. 

Greetings, 
Uber"
4290,Ihab26279807,Uber_Support,Reply,2021-03-30 16:07:27,"@Uber_Support want any someone to call me for urgent 
Thanks"
4291,AFALAMBULBUL1,Uber_Support,Reply,2021-03-30 16:08:06,@Uber_Support Could anyone plz check &amp; activate my account. I m waiting for activate my account. Plz help me. My ac… https://t.co/r4aUwbBhSb
4292,PPVillafruela,Uber_Support,Reply,2021-03-30 16:09:46,@Uber_Support You have charged 3.50 euros for a cancellation. I have the screenshots of waiting a driver for half a… https://t.co/0MEdEWlmSg
4293,Uber_Support,biancatburke,Reply,2021-03-30 16:10:56,@biancatburke We understand that this has been frustrating. Please send us a DM with your phone number and addition… https://t.co/1Ue8f53p3m
4294,tomcauser41,UberEats,Mention,2021-03-30 16:11:27,I might #eatlocal tonight but won’t be using @UberEats as they steal your money and @Uber_Support should be renamed Uber_NoSupport
4295,tomcauser41,Uber_Support,Mention,2021-03-30 16:11:27,I might #eatlocal tonight but won’t be using @UberEats as they steal your money and @Uber_Support should be renamed Uber_NoSupport
4296,matdel69,Uber_Support,Reply,2021-03-30 16:12:18,@Uber_Support Ok I'm  waiting for uber to find out the source of the problem with my papers.
4298,terryberry410,UberEats,Reply,2021-03-30 16:13:39,@UberEats can I get my money back for an order not received or not? It’s been over a week now and you keep telling… https://t.co/x6VxB3JIpI
4299,Uber_Support,PPVillafruela,Reply,2021-03-30 16:15:52,@PPVillafruela Hi! Could you please send us a private message with the phone number and email associated with your… https://t.co/GzJfdqmYug
4300,Uber_Support,rydunn,Reply,2021-03-30 16:17:36,@rydunn We're sorry to hear about this experience. We've just followed up via DM regarding this.
4301,Uber_Support,JusMe_Krissy,Reply,2021-03-30 16:20:03,"@JusMe_Krissy Hi Kristina, we are happy to help. Please follow our support page: https://t.co/R8E8XdLHjl so our Ube… https://t.co/u5FXY0kJcP"
4302,Christi89209347,Uber_Support,Reply,2021-03-30 16:20:10,@Uber_Support received 2 email codes and when i try to use them they wont work.
4303,Uber_Support,IamMrSuri,Reply,2021-03-30 16:20:50,@IamMrSuri Thank you for taking the time to speak with us. We've duly addressed your concern and sent a response yo… https://t.co/nab32ABwLU
4304,Boparai99,Uber_Support,Reply,2021-03-30 16:20:52,@Uber_Support Plz start my uber account thanks regard
4305,biancatburke,Uber_Support,Reply,2021-03-30 16:21:50,@Uber_Support Thanks for replying to my concerns . I have sent a DM with my contact #.
4306,duelking13,uber_is_a_scam,Reply,2021-03-30 16:21:52,@uber_is_a_scam @Uber @Uber_Support I even called the driver and he agrees with me
4307,duelking13,Uber,Reply,2021-03-30 16:21:52,@uber_is_a_scam @Uber @Uber_Support I even called the driver and he agrees with me
4308,duelking13,Uber_Support,Reply,2021-03-30 16:21:52,@uber_is_a_scam @Uber @Uber_Support I even called the driver and he agrees with me
4309,lesliedharris,Uber_Support,Reply,2021-03-30 16:22:48,@Uber_Support y’all overcharged me for two different rides then said it was an authorization fee that I would get b… https://t.co/3oqe47x4XO
4311,pramodjadhav99,Uber_Support,Reply,2021-03-30 16:25:03,@Uber_Support My uber id deactivated any my folt pls active my uber id mumbai Airport i receved boking after 5 minu… https://t.co/rXCZvMrICy
4313,Uber_Support,duelking13,Reply,2021-03-30 16:25:08,@duelking13 We'll get this sorted out Our team is currently reviewing your message and will be in touch via email a… https://t.co/DDZx6I7qOK
4315,duelking13,Uber_Support,Reply,2021-03-30 16:25:38,@Uber_Support Thank you
4316,FiorellaGiordan,Uber_Support,Reply,2021-03-30 16:25:46,@Uber_Support Obviously it is. This was your response. Don’t play all nice in public when in truth you don’t care a… https://t.co/2iyObH60ZN
4317,Uber_Support,terryberry410,Reply,2021-03-30 16:28:58,@terryberry410 We understand that this has been frustrating. Please send us a direct message with your phone number… https://t.co/eLTMZaOPOQ
4318,JusMe_Krissy,Uber_Support,Reply,2021-03-30 16:30:15,@Uber_Support I did that already but was unhelpful. Guess you just employ drivers that say they deliver food and ta… https://t.co/NLsdkt2eRi
4319,Uber_Support,MrWorst11,Reply,2021-03-30 16:31:08,"@MrWorst11 We understand that this has been frustrating. Please send us a direct message with your phone number, so we can assist further."
4320,capitalcalculus,Uber,Mention,2021-03-30 16:31:15,"Hello @Uber @Uber_Support
This is the new normal for your drives. Ask after accepting.
Second drive doing the same https://t.co/GgWaUhSKP5"
4321,capitalcalculus,Uber_Support,Mention,2021-03-30 16:31:15,"Hello @Uber @Uber_Support
This is the new normal for your drives. Ask after accepting.
Second drive doing the same https://t.co/GgWaUhSKP5"
4322,Uber_Support,cyclegigs,Reply,2021-03-30 16:33:03,"@cyclegigs Hi there,

For help with your Delivery Partner account please reach out to our help and support on this… https://t.co/ROiteN6cw0"
4323,MrWorst11,Uber_Support,Reply,2021-03-30 16:33:34,@Uber_Support I already have for literally the 4th time this week. All you guys do is refund me I still get crappy… https://t.co/EAiOG2vemh
4324,Npenns,Uber,Reply,2021-03-30 16:34:18,@Uber @Uber_Support @UberEats I’ve reached out for help and my issue was never resolved. Automated Responses are re… https://t.co/mSLQ6LYJtW
4325,Npenns,Uber_Support,Reply,2021-03-30 16:34:18,@Uber @Uber_Support @UberEats I’ve reached out for help and my issue was never resolved. Automated Responses are re… https://t.co/mSLQ6LYJtW
4326,Npenns,UberEats,Reply,2021-03-30 16:34:18,@Uber @Uber_Support @UberEats I’ve reached out for help and my issue was never resolved. Automated Responses are re… https://t.co/mSLQ6LYJtW
4327,Uber_Support,frankyfilm,Reply,2021-03-30 16:36:25,"@frankyfilm Hi Frank, to be able to follow up on your request via DMs and provide further assistance, kindly follow… https://t.co/xwByYqrZOZ"
4329,JakeHatfield48,Uber_Support,Reply,2021-03-30 16:36:42,"@Uber_Support I purchased an order sunday night and sent in a request the same night, no one has reached out to me… https://t.co/T6w44iGzO6"
4331,stg_reigns,Uber_Support,Reply,2021-03-30 16:38:22,"@Uber_Support @thekimberleyash I only trust and see the efforts of Uber Support to help their consumer.

I hope 🤞 this remains."
4332,stg_reigns,thekimberleyash,Reply,2021-03-30 16:38:22,"@Uber_Support @thekimberleyash I only trust and see the efforts of Uber Support to help their consumer.

I hope 🤞 this remains."
4335,charm_royale,Uber_Support,Reply,2021-03-30 16:38:48,@Uber_Support hi! I’ve been trying to call about a fraudulent purchase on my account... I was charged for an Uber p… https://t.co/kdxfQIMMDa
4336,abdulla74059465,Uber_Support,Reply,2021-03-30 16:40:15,@Uber_Support i have been waiting for the approval of my send documents for more than a week! Have sent you lots of… https://t.co/GCDUGdHRf5
4337,PPVillafruela,Uber_Support,Reply,2021-03-30 16:40:16,"@Uber_Support Yes, as soon as I discover how to send a private message"
4338,thekimberleyash,Uber_Support,Reply,2021-03-30 16:44:03,"@Uber_Support Hi, your DM didn’t include a time a manager would call. Again I won’t be DMing on Twitter about this.… https://t.co/Wg1u0WX2m0"
4339,Ihab26279807,Uber_Support,Reply,2021-03-30 16:44:07,"@Uber_Support why uber have very problems in egypt 
Can I say some suggestions if you hear about"
4341,FeliciaChenai,UberEats,Mention,2021-03-30 16:45:24,So @UberEats had this thing where you can’t place an order if no driver is around? ... where did that come from? ☹️
4342,JackMiles86,Uber_Support,Reply,2021-03-30 16:47:13,@Uber_Support I did originally contact them regarding the issue the closed the thread and finished with telling me… https://t.co/qOGb15Buij
4343,HariKGayatri,capitalcalculus,Reply,2021-03-30 16:49:43,@capitalcalculus @TheJaggi @Uber @Uber_Support And the driver cancels after you mention the destination. Leaving th… https://t.co/3UR7pzpl3M
4344,HariKGayatri,TheJaggi,Reply,2021-03-30 16:49:43,@capitalcalculus @TheJaggi @Uber @Uber_Support And the driver cancels after you mention the destination. Leaving th… https://t.co/3UR7pzpl3M
4345,HariKGayatri,Uber,Reply,2021-03-30 16:49:43,@capitalcalculus @TheJaggi @Uber @Uber_Support And the driver cancels after you mention the destination. Leaving th… https://t.co/3UR7pzpl3M
4346,HariKGayatri,Uber_Support,Reply,2021-03-30 16:49:43,@capitalcalculus @TheJaggi @Uber @Uber_Support And the driver cancels after you mention the destination. Leaving th… https://t.co/3UR7pzpl3M
4347,Uber_Support,farriyasir,Reply,2021-03-30 16:49:43,"@farriyasir Hi Farri, we are happy to help. Please follow our support page: https://t.co/170x5p5sz3 so our Uber Eat… https://t.co/iDbj41hLXR"
4348,DalyaAglan,Uber_Support,Reply,2021-03-30 16:50:32,@Uber_Support hello. I reported an issue with my order yesterday and never got a reply. Waited over an hour to see… https://t.co/nvX4o4JkAt
4349,DavidPe74413408,Uber_Support,Reply,2021-03-30 16:51:20,@Uber_Support This I a bloody joke I have sent DM as well as pictures of my complaint on the day of my delivery and… https://t.co/icbCDj54z5
4350,Uber_Support,MandiSchu84,Reply,2021-03-30 16:52:25,@MandiSchu84 We absolutely want to take a closer look. Please send us a DM with the phone number associated with yo… https://t.co/r2xVqwf15r
4351,Uber_Support,FeliciaChenai,Reply,2021-03-30 16:52:25,@FeliciaChenai Here to help. It looks like the order demand was higher than the number of delivery people available… https://t.co/tx0lkE8VJA
4352,Uber_Support,candicin_roy,Reply,2021-03-30 16:54:03,@candicin_roy We appreciate you for bringing this to our attention. Please provide us your phone number associated… https://t.co/zYXQf410MD
4353,dr_sonagara,Uber_Support,Reply,2021-03-30 16:55:26,@Uber_Support very worst service by customer care. I called 3 times to apply promotion code for new referral but th… https://t.co/RT2KQABGxX
4354,AdemsWorld,thekimberleyash,Reply,2021-03-30 16:56:46,@thekimberleyash @Uber @Uber_Support Worst customer support I've ever experienced.
4355,AdemsWorld,Uber,Reply,2021-03-30 16:56:46,@thekimberleyash @Uber @Uber_Support Worst customer support I've ever experienced.
4356,AdemsWorld,Uber_Support,Reply,2021-03-30 16:56:46,@thekimberleyash @Uber @Uber_Support Worst customer support I've ever experienced.
4357,MandiSchu84,Uber_Support,Reply,2021-03-30 16:56:56,"@Uber_Support Thank you, sent"
4358,GermanVazqPhoto,Uber,Mention,2021-03-30 16:57:37,Look at how @Uber @Uber_Support takes advantage of the middle class ! That’s with a pass i purchase every month to… https://t.co/f2Oaw17xul
4359,GermanVazqPhoto,Uber_Support,Mention,2021-03-30 16:57:37,Look at how @Uber @Uber_Support takes advantage of the middle class ! That’s with a pass i purchase every month to… https://t.co/f2Oaw17xul
4360,MacsJamTracks,UberEats,Reply,2021-03-30 16:58:52,"@UberEats tried to place order a few days ago with 50% off voucher you sent. Kept coming up with error message, so… https://t.co/jRcDau8Wk5"
4361,khusnoor_khan,Uber_Support,Reply,2021-03-30 16:59:02,@Uber_Support Uber driver said i will be come within 9 minutes but did not picked me and i wait for 30 minutes and… https://t.co/OlwJlRs7TW
4363,Ella_CR1,Uber_Support,Reply,2021-03-30 17:00:57,@Uber_Support if a driver cancels my trip twice why on earth do i have to pay the fee twice.. and only get a refund… https://t.co/xj3G09xOOZ
4365,Uber_Support,MrWorst11,Reply,2021-03-30 17:02:20,@MrWorst11 We absolutely want to take a closer look. Please send us a DM with the phone number associated with your… https://t.co/nfCGpGjobI
4366,gambhirjoker,ralfbuescher,Reply,2021-03-30 17:03:05,@ralfbuescher @RideSafeWorld @Uber_Support @Uber Yes its right time to go back to traditional taxi rather than complaining
4367,gambhirjoker,RideSafeWorld,Reply,2021-03-30 17:03:05,@ralfbuescher @RideSafeWorld @Uber_Support @Uber Yes its right time to go back to traditional taxi rather than complaining
4368,gambhirjoker,Uber_Support,Reply,2021-03-30 17:03:05,@ralfbuescher @RideSafeWorld @Uber_Support @Uber Yes its right time to go back to traditional taxi rather than complaining
4369,gambhirjoker,Uber,Reply,2021-03-30 17:03:05,@ralfbuescher @RideSafeWorld @Uber_Support @Uber Yes its right time to go back to traditional taxi rather than complaining
4370,N0rth3rn_Monk3y,Uber_Support,Reply,2021-03-30 17:04:49,"@Uber_Support taxi company set up in Cleethorpes fooling passengers they uber 
Surely copyright Infraction?? https://t.co/EFnppOz0UO"
4371,Kwamelincoln,Uber_Support,Reply,2021-03-30 17:05:40,@Uber_Support kindly help in rectifying the situation. The app says I should contact Support about my account https://t.co/eMZxNiaE70
4373,Uber_Support,MrKWatkins,Reply,2021-03-30 17:06:27,"@MrKWatkins Thanks for reaching out, Kevin. As stated earlier, our phone support is live for all UK cities and avai… https://t.co/k9SW9SmFcz"
4374,MrWorst11,Uber_Support,Reply,2021-03-30 17:06:34,"@Uber_Support Oh I'm done using your service in its entirety. Instead of trying to cop me and give me free stuff, h… https://t.co/oR7xInWqpv"
4375,cyclegigs,Uber_Support,Reply,2021-03-30 17:07:56,"@Uber_Support I did that already, but I didn't get any assistance."
4376,suziebasak,Uber_Support,Mention,2021-03-30 17:11:46,"Can I reach home at this hour @Uber_Support @UberINSupport 
Already 5 cabs have cancelled cuz they don't want to go… https://t.co/p1qbVoWpPh"
4377,suziebasak,UberINSupport,Mention,2021-03-30 17:11:46,"Can I reach home at this hour @Uber_Support @UberINSupport 
Already 5 cabs have cancelled cuz they don't want to go… https://t.co/p1qbVoWpPh"
4378,Uber_Support,MacsJamTracks,Reply,2021-03-30 17:12:41,"@MacsJamTracks We're here to help, @MacsJamTracks. We've been in touch via direct message. Thanks!"
4380,Punkofliberty,Uber_Support,Reply,2021-03-30 17:14:14,@Uber_Support  still awaiting a response from a day ago.... horrible customer service. Basically got bad missing fo… https://t.co/s5CSWpY7uo
4381,Uber_Support,Enjoli311,Reply,2021-03-30 17:15:01,@Enjoli311 We definitely want to get this sorted out. Please send us a DM with the phone number associated with you… https://t.co/ZyZLGRkoml
4382,Uber_Support,manishjn07,Reply,2021-03-30 17:15:11,@manishjn07 We're sorry to hear that this was not the Uber experience you expected. Please send us a DM with the ph… https://t.co/amLztABGJ2
4383,Rahul22265348,Uber_Support,Reply,2021-03-30 17:15:21,@Uber_Support As i paid twice on my trip Cash also and online also due ro stuck on my network i paid first but sruc… https://t.co/pV0H41eZFM
4384,Uber_Support,MattGreen914,Reply,2021-03-30 17:16:44,"@MattGreen914 We understand that this has been frustrating. Please send us a direct message with your phone number,… https://t.co/rYPjxzYQKA"
